OS;Categoria;Linha;Equipamento;Descricao;InicioProg;TerminoProg;TempoPrevisto;InicioReal;TerminoReal;TempoParada;Oficina;Tipo;MP;SS;Status
OS93705;Xarope;X-02;Envasadora X-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93706;Xarope;X-02;Encartuchadeira X-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93707;Xarope;X-02;Seladora X-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93708;Xarope;X-02;Seladora de pacotes X-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93709;Xarope;X-02;Esteira X-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93710;Xarope;X-02;Paletrizadora X-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93711;Utilidades;Compressores;Compressor  - GA 55;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93712;Utilidades;Compressores;Compressor  - GA 160;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93713;Utilidades;Subsestação;Trafo 1000 KVA;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93714;Utilidades;Subsestação;Trafo 750 KVA;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93715;Pomadas;P-02;Esteira P-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93716;Pomadas;P-01;Envasadora P-01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93717;Xarope;X-01;Seladora de pacotes X-01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93718;Utilidades;Sala de Caldeiras;Caldeira 01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93719;Pomadas;P-02;Esteira P-02;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS93720;Utilidades;Sala de Caldeiras;Caldeira 01;Corretiva Banco;15/12/2021 07:00;15/12/2021 11:00;4;15/12/2021 07:00;15/12/2021 11:00;4;Elétrica;Corretiva;;;FECH
OS89765;Pomadas;P-01;Seladora de pacotes P-01;Corretiva banco;22/08/2021 02:24;22/08/2021 06:24;4;30/08/2021 13:16;30/08/2021 16:48;3,53;Mecânica;Corretiva;;SS47539;FECH
OS89767;Xarope;X-02;Seladora X-02;Corretiva banco;04/10/2021 14:24;04/10/2021 18:51;4,45;11/10/2021 16:24;11/10/2021 21:36;5,2;Mecânica;Corretiva;;SS47541;FECH
OS89774;Pomadas;P-01;Seladora de pacotes P-01;Corretiva banco;22/05/2021 14:24;22/05/2021 18:00;3,6;03/06/2021 06:28;03/06/2021 09:36;3,13;Elétrica;Corretiva;;;FECH
OS89800;Xarope;X-02;Paletrizadora X-02;Corretiva banco;22/01/2021 14:24;22/01/2021 18:12;3,8;26/01/2021 12:15;26/01/2021 16:48;4,55;Elétrica;Corretiva;;;FECH
OS89807;Utilidades;Compressores;Compressor  - GA 160;Corretiva banco;24/11/2021 12:00;24/11/2021 14:21;2,35;24/11/2021 12:00;24/11/2021 14:21;2,35;Mecânica;Corretiva;;;FECH
OS89816;Pomadas;P-02;Esteira P-02;Corretiva banco;19/03/2021 19:12;19/03/2021 21:04;1,87;25/03/2021 15:10;25/03/2021 16:48;1,63;Mecânica;Corretiva;;SS47590;FECH
OS89899;Xarope;X-01;Paletrizadora X-01;Corretiva banco;22/09/2021 02:24;22/09/2021 05:58;3,57;22/09/2021 02:24;22/09/2021 05:58;3,57;Mecânica;Corretiva;;;FECH
OS89925;Pomadas;P-02;Encartuchadeira P-02;Corretiva banco;29/10/2021 02:24;29/10/2021 04:55;2,52;29/10/2021 02:24;29/10/2021 04:55;2,52;Mecânica;Corretiva;;SS47699;FECH
OS89937;Pomadas;P-02;Esteira P-02;Corretiva banco;14/02/2021 21:36;15/02/2021 01:32;3,93;27/02/2021 05:39;27/02/2021 09:36;3,95;Mecânica;Corretiva;;SS47711;FECH
OS89940;Xarope;X-02;Esteira X-02;Corretiva banco;17/01/2021 04:48;17/01/2021 07:17;2,48;22/01/2021 04:48;22/01/2021 07:17;2,48;Elétrica;Corretiva;;SS47714;FECH
OS89943;Pomadas;P-02;Seladora P-02;Corretiva banco;20/10/2021 19:12;20/10/2021 23:47;4,58;20/10/2021 19:12;20/10/2021 23:47;4,58;Mecânica;Corretiva;;SS47717;FECH
OS89944;Pomadas;P-02;Envasadora P-02;Corretiva banco;18/09/2021 12:00;18/09/2021 16:50;4,83;18/09/2021 12:00;18/09/2021 16:50;4,83;Automação;Corretiva;;SS47718;FECH
OS89947;Pomadas;P-02;Envasadora P-02;Corretiva banco;11/05/2021 19:12;11/05/2021 20:31;1,32;28/05/2021 14:45;28/05/2021 16:48;2,05;Automação;Corretiva;;SS47721;FECH
OS89963;Xarope;X-02;Paletrizadora X-02;Corretiva banco;23/07/2021 19:12;23/07/2021 21:20;2,13;23/07/2021 19:12;23/07/2021 21:20;2,13;Mecânica;Corretiva;;SS47737;FECH
OS89984;Pomadas;P-01;Encartuchadeira P-01;Corretiva banco;04/12/2021 07:12;04/12/2021 08:21;1,15;04/12/2021 07:12;04/12/2021 08:21;1,15;Elétrica;Corretiva;;SS47758;FECH
OS89991;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;26/07/2021 21:36;26/07/2021 22:46;1,17;28/07/2021 05:32;28/07/2021 07:12;1,67;Automação;Corretiva;;SS47765;FECH
OS90002;Utilidades;Subsestação;Trafo 750 KVA;Corretiva banco;01/03/2021 09:36;01/03/2021 14:06;4,5;23/03/2021 19:29;24/03/2021 00:00;4,52;Elétrica;Corretiva;;SS47776;FECH
OS90009;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;27/05/2021 16:48;27/05/2021 18:11;1,38;24/05/2021 10:36;24/05/2021 12:00;1,4;Mecânica;Corretiva;;;FECH
OS90018;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;02/02/2021 02:24;02/02/2021 06:30;4,1;09/03/2021 12:12;09/03/2021 16:48;4,6;Automação;Corretiva;;SS47792;FECH
OS90037;Pomadas;Fabricação Pomadas;Mixer 2 Pomadas;Corretiva banco;03/04/2021 16:48;03/04/2021 21:10;4,37;03/04/2021 16:48;03/04/2021 21:10;4,37;Mecânica;Corretiva;;SS47811;FECH
OS90040;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;01/05/2021 07:12;01/05/2021 10:58;3,77;12/05/2021 20:13;13/05/2021 00:00;3,78;Mecânica;Corretiva;;SS47814;FECH
OS90046;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;29/07/2021 07:12;29/07/2021 10:30;3,3;29/07/2021 07:12;29/07/2021 10:30;3,3;Automação;Corretiva;;SS47820;FECH
OS90065;Xarope;X-02;Envasadora X-02;Corretiva banco;03/07/2021 16:48;03/07/2021 19:17;2,48;07/07/2021 18:37;07/07/2021 21:36;2,98;Elétrica;Corretiva;;SS47839;FECH
OS90102;Xarope;X-02;Envasadora X-02;Corretiva banco;03/11/2021 09:36;03/11/2021 11:12;1,6;03/11/2021 09:36;03/11/2021 11:12;1,6;Mecânica;Corretiva;;;FECH
OS90145;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;26/08/2021 14:24;26/08/2021 19:10;4,77;26/08/2021 14:24;26/08/2021 19:10;4,77;Mecânica;Corretiva;;SS47919;FECH
OS90147;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;22/07/2021 04:48;22/07/2021 08:39;3,85;22/07/2021 04:48;22/07/2021 08:39;3,85;Mecânica;Corretiva;;SS47921;FECH
OS90153;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;30/06/2021 12:00;30/06/2021 17:02;5,03;30/06/2021 12:00;30/06/2021 17:02;5,03;Elétrica;Corretiva;;SS47927;FECH
OS90186;Pomadas;P-02;Seladora de pacotes P-02;Corretiva banco;23/07/2021 14:24;23/07/2021 15:44;1,33;23/07/2021 14:24;23/07/2021 15:44;1,33;Elétrica;Corretiva;;;FECH
OS90196;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;02/02/2021 02:24;02/02/2021 05:29;3,08;20/02/2021 13:27;20/02/2021 16:48;3,35;Elétrica;Corretiva;;SS47970;FECH
OS90211;Pomadas;P-02;Envasadora P-02;Corretiva banco;26/02/2021 21:36;27/02/2021 02:03;4,45;01/03/2021 19:03;02/03/2021 00:00;4,95;Mecânica;Corretiva;;SS47985;FECH
OS90219;Pomadas;P-01;Seladora P-01;Corretiva banco;05/09/2021 02:24;05/09/2021 04:59;2,58;30/09/2021 11:34;30/09/2021 14:24;2,83;Mecânica;Corretiva;;SS47993;FECH
OS90235;Pomadas;P-02;Paletrizadora P-02;Corretiva banco;06/07/2021 16:48;06/07/2021 19:46;2,97;06/07/2021 16:48;06/07/2021 19:46;2,97;Mecânica;Corretiva;;SS48009;FECH
OS90247;Pomadas;P-02;Encartuchadeira P-02;Corretiva banco;11/04/2021 02:24;11/04/2021 05:16;2,87;11/04/2021 02:24;11/04/2021 05:16;2,87;Mecânica;Corretiva;;SS48021;FECH
OS90253;Xarope;X-01;Esteira X-01;Corretiva banco;17/10/2021 19:12;17/10/2021 23:58;4,77;17/10/2021 19:12;17/10/2021 23:58;4,77;Mecânica;Corretiva;;SS48027;FECH
OS90276;Pomadas;P-01;Esteira P-01;Corretiva banco;06/12/2021 02:24;06/12/2021 05:24;3;15/12/2021 01:19;15/12/2021 04:48;3,48;Mecânica;Corretiva;;SS48050;FECH
OS90282;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;02/07/2021 02:24;02/07/2021 07:01;4,62;17/07/2021 13:50;17/07/2021 19:12;5,37;Mecânica;Corretiva;;SS48056;FECH
OS90286;Xarope;X-02;Seladora X-02;Corretiva banco;03/03/2021 12:00;03/03/2021 15:30;3,5;07/04/2021 11:08;07/04/2021 14:24;3,27;Mecânica;Corretiva;;SS48060;FECH
OS90287;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;03/09/2021 09:36;03/09/2021 14:22;4,77;29/09/2021 21:08;30/09/2021 02:24;5,27;Elétrica;Corretiva;;;FECH
OS90292;Xarope;X-01;Paletrizadora X-01;Corretiva banco;23/07/2021 16:48;23/07/2021 20:41;3,88;23/07/2021 16:48;23/07/2021 20:41;3,88;Automação;Corretiva;;SS48066;FECH
OS90297;Pomadas;Fabricação Pomadas;Mixer 2 Pomadas;Corretiva banco;05/01/2021 02:24;05/01/2021 03:47;1,38;12/09/2021 02:24;12/09/2021 03:47;1,38;Elétrica;Corretiva;;;FECH
OS90304;Pomadas;P-01;Seladora P-01;Corretiva banco;01/04/2021 12:00;01/04/2021 13:53;1,88;25/04/2021 14:11;25/04/2021 16:48;2,62;Mecânica;Corretiva;;SS48078;FECH
OS90348;Utilidades;Sala de Caldeiras;Caldeira 01;Corretiva banco;16/03/2021 09:36;16/03/2021 14:25;4,82;09/04/2021 08:51;09/04/2021 14:24;5,55;Automação;Corretiva;;SS48122;FECH
OS90355;Utilidades;Compressores;Compressor  - GA 55;Corretiva banco;14/01/2021 02:24;14/01/2021 03:56;1,53;12/02/2021 15:44;12/02/2021 16:48;1,07;Mecânica;Corretiva;;SS48129;FECH
OS90366;Xarope;X-01;Paletrizadora X-01;Corretiva banco;27/05/2021 02:24;27/05/2021 04:43;2,32;16/05/2021 04:52;16/05/2021 07:12;2,33;Elétrica;Corretiva;;SS48140;FECH
OS90428;Xarope;X-02;Envasadora X-02;Corretiva banco;06/01/2021 16:48;06/01/2021 18:25;1,62;08/01/2021 10:36;08/01/2021 12:00;1,4;Mecânica;Corretiva;;SS48202;FECH
OS90445;Xarope;X-02;Envasadora X-02;Corretiva banco;09/01/2021 19:12;09/01/2021 21:04;1,87;05/02/2021 05:19;05/02/2021 07:12;1,88;Mecânica;Corretiva;;;FECH
OS90448;Xarope;X-02;Esteira X-02;Corretiva banco;04/12/2021 14:24;04/12/2021 15:36;1,2;11/12/2021 22:04;12/12/2021 00:00;1,93;Automação;Corretiva;;;FECH
OS90451;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;25/02/2021 02:24;25/02/2021 05:35;3,18;10/03/2021 03:46;10/03/2021 07:12;3,43;Mecânica;Corretiva;;;FECH
OS90473;Xarope;X-02;Esteira X-02;Corretiva banco;11/02/2021 04:48;11/02/2021 08:58;4,17;07/03/2021 22:42;08/03/2021 02:24;3,7;Mecânica;Corretiva;;SS48247;FECH
OS90481;Pomadas;P-01;Seladora P-01;Corretiva banco;03/05/2021 16:48;03/05/2021 18:20;1,53;29/05/2021 13:20;29/05/2021 14:24;1,07;Mecânica;Corretiva;;SS48255;FECH
OS90502;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;11/11/2021 21:36;12/11/2021 02:09;4,55;11/11/2021 21:36;12/11/2021 02:09;4,55;Elétrica;Corretiva;;;CONC
OS90503;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;15/10/2021 02:24;15/10/2021 06:11;3,78;23/10/2021 15:24;23/10/2021 19:12;3,8;Mecânica;Corretiva;;;CONC
OS90508;Pomadas;P-02;Esteira P-02;Corretiva banco;02/09/2021 16:48;02/09/2021 18:51;2,05;14/09/2021 19:32;14/09/2021 21:36;2,07;Elétrica;Corretiva;;SS48282;FECH
OS90515;Utilidades;Compressores;Compressor  - GA 55;Corretiva banco;24/07/2021 12:00;24/07/2021 14:06;2,1;24/07/2021 12:00;24/07/2021 14:06;2,1;Elétrica;Corretiva;;SS48289;FECH
OS90519;Pomadas;P-02;Esteira P-02;Corretiva banco;22/04/2021 14:24;22/04/2021 17:47;3,38;22/04/2021 14:24;22/04/2021 17:47;3,38;Mecânica;Corretiva;;SS48293;FECH
OS90522;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;13/08/2021 09:36;13/08/2021 11:42;2,1;30/08/2021 14:55;30/08/2021 16:48;1,88;Elétrica;Corretiva;;SS48296;FECH
OS90523;Xarope;X-02;Paletrizadora X-02;Corretiva banco;18/01/2021 21:36;19/01/2021 01:32;3,93;29/01/2021 12:51;29/01/2021 16:48;3,95;Mecânica;Corretiva;;SS48297;FECH
OS90553;Pomadas;Fabricação Pomadas;Mixer 2 Pomadas;Corretiva banco;15/08/2021 02:24;15/08/2021 06:00;3,6;30/08/2021 10:19;30/08/2021 14:24;4,08;Elétrica;Corretiva;;SS48327;FECH
OS90562;Xarope;X-01;Seladora de pacotes X-01;Corretiva banco;15/10/2021 04:48;15/10/2021 06:51;2,05;29/10/2021 16:53;29/10/2021 19:12;2,32;Automação;Corretiva;;SS48336;CONC
OS90576;Pomadas;P-02;Envasadora P-02;Corretiva banco;29/09/2021 12:00;29/09/2021 16:04;4,07;29/09/2021 12:00;29/09/2021 16:04;4,07;Mecânica;Corretiva;;;FECH
OS90587;Utilidades;Subsestação;Trafo 750 KVA;Corretiva banco;14/08/2021 19:12;15/08/2021 00:12;5;14/08/2021 19:12;15/08/2021 00:12;5;Mecânica;Corretiva;;;FECH
OS90594;Utilidades;Sala de Caldeiras;Caldeira 01;Corretiva banco;10/07/2021 07:12;10/07/2021 08:34;1,37;08/10/2021 07:12;08/10/2021 08:34;1,37;Automação;Corretiva;;SS48368;FECH
OS90602;Pomadas;P-01;Esteira P-01;Corretiva banco;22/01/2021 09:36;22/01/2021 12:44;3,13;07/02/2021 20:51;08/02/2021 00:00;3,15;Mecânica;Corretiva;;;FECH
OS90603;Utilidades;Subsestação;Trafo 750 KVA;Corretiva banco;14/04/2021 09:36;14/04/2021 10:56;1,33;11/05/2021 20:15;11/05/2021 21:36;1,35;Mecânica;Corretiva;;;FECH
OS90610;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;18/05/2021 09:36;18/05/2021 12:34;2,97;27/05/2021 03:59;27/05/2021 07:12;3,22;Elétrica;Corretiva;;SS48384;FECH
OS90625;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;26/09/2021 07:12;26/09/2021 11:38;4,43;26/09/2021 07:12;26/09/2021 11:38;4,43;Mecânica;Corretiva;;SS48399;FECH
OS90643;Xarope;X-01;Esteira X-01;Corretiva banco;01/06/2021 21:36;02/06/2021 00:41;3,08;09/06/2021 04:06;09/06/2021 07:12;3,1;Elétrica;Corretiva;;;FECH
OS90654;Pomadas;P-02;Seladora P-02;Corretiva banco;11/04/2021 09:36;11/04/2021 13:13;3,62;08/10/2021 09:36;08/10/2021 13:13;3,62;Elétrica;Corretiva;;SS48428;FECH
OS90676;Utilidades;Subsestação;Trafo 750 KVA;Corretiva banco;11/11/2021 21:36;12/11/2021 01:35;3,98;13/11/2021 21:56;14/11/2021 02:24;4,47;Mecânica;Corretiva;;;FECH
OS90680;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;16/04/2021 09:36;16/04/2021 12:27;2,85;16/04/2021 09:36;16/04/2021 12:27;2,85;Elétrica;Corretiva;;;FECH
OS90704;Pomadas;P-01;Seladora P-01;Corretiva banco;23/04/2021 21:36;24/04/2021 00:30;2,9;12/05/2021 05:58;12/05/2021 09:36;3,63;Elétrica;Corretiva;;SS48478;FECH
OS90726;Pomadas;P-02;Esteira P-02;Corretiva banco;28/05/2021 14:24;28/05/2021 18:00;3,6;13/05/2021 12:28;13/05/2021 16:48;4,33;Mecânica;Corretiva;;SS48500;FECH
OS90732;Pomadas;P-01;Seladora P-01;Corretiva banco;01/03/2021 02:24;01/03/2021 04:19;1,92;03/03/2021 02:38;03/03/2021 04:48;2,17;Mecânica;Corretiva;;SS48506;FECH
OS90744;Pomadas;P-02;Seladora de pacotes P-02;Corretiva banco;03/08/2021 02:24;03/08/2021 04:13;1,82;03/08/2021 02:24;03/08/2021 04:13;1,82;Mecânica;Corretiva;;SS48518;FECH
OS90768;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;08/01/2021 04:48;08/01/2021 07:09;2,35;09/02/2021 08:55;09/02/2021 12:00;3,08;Elétrica;Corretiva;;SS48542;FECH
OS90779;Utilidades;Sala de Caldeiras;Caldeira 01;Corretiva banco;06/04/2021 21:36;07/04/2021 02:08;4,53;06/04/2021 21:36;07/04/2021 02:08;4,53;Elétrica;Corretiva;;SS48553;FECH
OS90811;Xarope;X-02;Esteira X-02;Corretiva banco;19/02/2021 14:24;19/02/2021 16:12;1,8;21/02/2021 05:38;21/02/2021 07:12;1,57;Automação;Corretiva;;SS48585;FECH
OS90818;Pomadas;P-02;Paletrizadora P-02;Corretiva banco;04/08/2021 19:12;04/08/2021 23:25;4,22;04/08/2021 19:12;04/08/2021 23:25;4,22;Automação;Corretiva;;;FECH
OS90819;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;01/01/2021 16:48;01/01/2021 18:36;1,8;07/01/2021 20:16;07/01/2021 21:36;1,33;Elétrica;Corretiva;;;FECH
OS90821;Pomadas;P-01;Esteira P-01;Corretiva banco;02/10/2021 09:36;02/10/2021 14:02;4,43;02/10/2021 09:36;02/10/2021 14:02;4,43;Mecânica;Corretiva;;;FECH
OS90830;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;25/06/2021 07:12;25/06/2021 08:19;1,12;25/06/2021 07:12;25/06/2021 08:19;1,12;Elétrica;Corretiva;;;FECH
OS90850;Pomadas;P-02;Esteira P-02;Corretiva banco;03/06/2021 16:48;03/06/2021 20:36;3,8;08/06/2021 20:11;09/06/2021 00:00;3,82;Automação;Corretiva;;SS48624;FECH
OS90854;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;21/09/2021 19:12;21/09/2021 21:59;2,78;21/09/2021 19:12;21/09/2021 21:59;2,78;Elétrica;Corretiva;;SS48628;FECH
OS90856;Utilidades;Sala de Caldeiras;Caldeira 01;Corretiva banco;28/04/2021 16:48;28/04/2021 20:45;3,95;23/05/2021 02:45;23/05/2021 07:12;4,45;Mecânica;Corretiva;;SS48630;FECH
OS90881;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;10/08/2021 04:48;10/08/2021 08:15;3,45;14/08/2021 22:56;15/08/2021 02:24;3,47;Elétrica;Corretiva;;SS48655;FECH
OS90904;Pomadas;P-01;Encartuchadeira P-01;Corretiva banco;30/08/2021 19:12;30/08/2021 21:10;1,97;30/08/2021 19:12;30/08/2021 21:10;1,97;Mecânica;Corretiva;;;FECH
OS90911;Pomadas;P-01;Seladora de pacotes P-01;Corretiva banco;01/03/2021 02:24;01/03/2021 03:33;1,15;27/10/2021 02:24;27/10/2021 03:33;1,15;Mecânica;Corretiva;;;FECH
OS90917;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;23/11/2021 19:12;24/11/2021 00:01;4,82;23/11/2021 19:12;24/11/2021 00:01;4,82;Mecânica;Corretiva;;;FECH
OS90921;Pomadas;P-01;Esteira P-01;Corretiva banco;25/05/2021 04:48;25/05/2021 05:57;1,15;17/05/2021 17:19;17/05/2021 19:12;1,88;Elétrica;Corretiva;;;FECH
OS90924;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;19/08/2021 14:24;19/08/2021 18:20;3,93;19/08/2021 14:24;19/08/2021 18:20;3,93;Elétrica;Corretiva;;;FECH
OS90928;Pomadas;P-02;Envasadora P-02;Corretiva banco;20/08/2021 07:12;20/08/2021 09:51;2,65;20/08/2021 07:12;20/08/2021 09:51;2,65;Elétrica;Corretiva;;;FECH
OS90939;Pomadas;P-02;Envasadora P-02;Corretiva banco;03/05/2021 19:12;03/05/2021 22:26;3,23;10/05/2021 11:09;10/05/2021 14:24;3,25;Mecânica;Corretiva;;;FECH
OS90947;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;09/02/2021 09:36;09/02/2021 12:11;2,58;01/03/2021 21:10;02/03/2021 00:00;2,83;Mecânica;Corretiva;;;FECH
OS90961;Xarope;X-01;Seladora de pacotes X-01;Corretiva banco;24/06/2021 09:36;24/06/2021 11:52;2,27;24/06/2021 09:36;24/06/2021 11:52;2,27;Mecânica;Corretiva;;;FECH
OS90975;Pomadas;P-02;Encartuchadeira P-02;Corretiva banco;25/11/2021 19:12;25/11/2021 23:09;3,95;25/11/2021 19:12;25/11/2021 23:09;3,95;Mecânica;Corretiva;;;FECH
OS90986;Xarope;X-01;Seladora de pacotes X-01;Corretiva banco;19/06/2021 12:00;19/06/2021 16:46;4,77;19/06/2021 12:00;19/06/2021 16:46;4,77;Elétrica;Corretiva;;SS48760;FECH
OS90988;Pomadas;P-02;Esteira P-02;Corretiva banco;22/02/2021 16:48;22/02/2021 18:36;1,8;22/03/2021 13:04;22/03/2021 14:24;1,33;Mecânica;Corretiva;;SS48762;FECH
OS90990;Xarope;X-02;Esteira X-02;Corretiva banco;28/10/2021 12:00;28/10/2021 16:50;4,83;28/10/2021 12:00;28/10/2021 16:50;4,83;Mecânica;Corretiva;;SS48764;FECH
OS91011;Pomadas;P-02;Seladora de pacotes P-02;Corretiva banco;18/12/2021 12:00;18/12/2021 15:37;3,62;18/12/2021 12:00;18/12/2021 15:37;3,62;Mecânica;Corretiva;;SS48785;FECH
OS91017;Pomadas;P-01;Seladora P-01;Corretiva banco;04/05/2021 21:36;05/05/2021 00:05;2,48;10/05/2021 13:35;10/05/2021 16:48;3,22;Elétrica;Corretiva;;SS48791;FECH
OS91028;Utilidades;Subsestação;Trafo 750 KVA;Corretiva banco;16/07/2021 12:00;16/07/2021 13:46;1,77;16/07/2021 12:00;16/07/2021 13:46;1,77;Elétrica;Corretiva;;SS48802;FECH
OS91032;Utilidades;Compressores;Compressor  - GA 55;Corretiva banco;29/09/2021 09:36;29/09/2021 12:33;2,95;29/09/2021 09:36;29/09/2021 12:33;2,95;Mecânica;Corretiva;;SS48806;FECH
OS91039;Pomadas;P-02;Envasadora P-02;Corretiva banco;05/05/2021 12:00;05/05/2021 15:08;3,13;25/05/2021 11:44;25/05/2021 14:24;2,67;Mecânica;Corretiva;;;FECH
OS91061;Xarope;X-01;Paletrizadora X-01;Corretiva banco;21/07/2021 16:48;21/07/2021 17:51;1,05;19/10/2021 16:48;19/10/2021 17:51;1,05;Elétrica;Corretiva;;;FECH
OS91062;Xarope;X-01;Seladora de pacotes X-01;Corretiva banco;04/04/2021 16:48;04/04/2021 21:23;4,58;04/04/2021 16:48;04/04/2021 21:23;4,58;Elétrica;Corretiva;;SS48836;FECH
OS91085;Pomadas;Fabricação Pomadas;Mixer 2 Pomadas;Corretiva banco;23/01/2021 02:24;23/01/2021 04:16;1,87;30/09/2021 02:24;30/09/2021 04:16;1,87;Elétrica;Corretiva;;SS48859;FECH
OS91090;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;01/06/2021 04:48;01/06/2021 07:26;2,63;01/06/2021 04:48;01/06/2021 07:26;2,63;Mecânica;Corretiva;;SS48864;FECH
OS91100;Xarope;X-02;Paletrizadora X-02;Corretiva banco;27/07/2021 14:24;27/07/2021 19:00;4,6;25/10/2021 14:24;25/10/2021 19:00;4,6;Mecânica;Corretiva;;;FECH
OS91115;Utilidades;Subsestação;Trafo 1000 KVA;Corretiva banco;09/10/2021 09:36;09/10/2021 14:16;4,67;09/10/2021 09:36;09/10/2021 14:16;4,67;Automação;Corretiva;;SS48889;FECH
OS91127;Xarope;X-02;Esteira X-02;Corretiva banco;26/08/2021 04:48;26/08/2021 06:36;1,8;26/08/2021 04:48;26/08/2021 06:36;1,8;Elétrica;Corretiva;;SS48901;FECH
OS91131;Pomadas;P-01;Envasadora P-01;Corretiva banco;04/04/2021 12:00;04/04/2021 14:54;2,9;04/04/2021 12:00;04/04/2021 14:54;2,9;Elétrica;Corretiva;;SS48905;FECH
OS91215;Pomadas;P-02;Seladora P-02;Corretiva banco;13/04/2021 19:12;13/04/2021 22:06;2,9;30/04/2021 18:56;30/04/2021 21:36;2,67;Mecânica;Corretiva;;SS48989;FECH
OS91216;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;25/03/2021 07:12;25/03/2021 10:17;3,08;21/04/2021 15:23;21/04/2021 19:12;3,82;Mecânica;Corretiva;;SS48990;FECH
OS91221;Pomadas;P-02;Esteira P-02;Corretiva banco;14/01/2021 02:24;14/01/2021 06:05;3,68;21/01/2021 17:11;21/01/2021 21:36;4,42;Automação;Corretiva;;SS48995;FECH
OS91245;Pomadas;P-02;Paletrizadora P-02;Corretiva banco;30/09/2021 16:48;30/09/2021 19:43;2,92;30/09/2021 16:48;30/09/2021 19:43;2,92;Elétrica;Corretiva;;SS49019;FECH
