OS;Localizacao;Descricao;InicioProg;TerminoProg;TempoPrevisto;InicioReal;TerminoReal;TempoParada;Oficina;Tipo;MP;SS;Status
OS92769;REM01-1000-1100-E000004;Corretiva banco;24/10/2021 12:00;24/10/2021 15:25;3,42;24/10/2021 12:00;24/10/2021 15:25;3,42;Mecânica;Corretiva;;SS50543;CONC
OS92770;REM01-2000-2100-X000002;Corretiva banco;20/09/2021 04:48;20/09/2021 08:21;3,55;20/09/2021 04:48;20/09/2021 08:21;3,55;Mecânica;Corretiva;;SS50544;FECH
OS92771;REM01-2000-2200-X000006;Corretiva banco;30/12/2021 07:12;30/12/2021 08:34;1,37;30/12/2021 07:12;30/12/2021 08:34;1,37;Mecânica;Corretiva;;SS50545;FECH
OS92772;REM01-1000-1200-E000004;Corretiva banco;24/02/2021 14:24;24/02/2021 16:33;2,15;30/03/2021 00:14;30/03/2021 02:24;2,17;Mecânica;Corretiva;;SS50546;FECH
OS92773;REM01-3000-3100-C000001;Corretiva banco;07/11/2021 16:48;07/11/2021 19:01;2,22;25/11/2021 22:00;26/11/2021 00:00;2;Elétrica;Corretiva;;SS50547;FECH
OS92774;REM01-1000-1100-E000003;Corretiva banco;10/03/2021 07:12;10/03/2021 08:51;1,65;08/04/2021 22:06;09/04/2021 00:00;1,9;Mecânica;Corretiva;;SS50548;FECH
OS92775;REM01-3000-3100-C000002;Corretiva banco;21/06/2021 02:24;21/06/2021 07:01;4,62;21/06/2021 02:24;21/06/2021 07:01;4,62;Elétrica;Corretiva;;SS50549;FECH
OS92776;REM01-2000-2100-X000003;Corretiva banco;24/10/2021 14:24;24/10/2021 16:03;1,65;24/10/2021 14:24;24/10/2021 16:03;1,65;Elétrica;Corretiva;;SS50550;FECH
OS92777;REM01-3000-3100-C000002;Corretiva banco;18/04/2021 19:12;18/04/2021 23:12;4;15/10/2021 19:12;15/10/2021 23:12;4;Mecânica;Corretiva;;SS50551;FECH
OS92778;REM01-1000-1100-E000004;Corretiva banco;10/01/2021 12:00;10/01/2021 14:09;2,15;27/01/2021 14:38;27/01/2021 16:48;2,17;Elétrica;Corretiva;;SS50552;FECH
OS92780;REM01-1000-1100-E000006;Corretiva banco;14/05/2021 12:00;14/05/2021 16:26;4,43;22/05/2021 04:55;22/05/2021 09:36;4,68;Elétrica;Corretiva;;SS50554;FECH
OS92781;REM01-1000-1200-F000002;Corretiva banco;10/01/2021 07:12;10/01/2021 09:14;2,03;15/01/2021 07:12;15/01/2021 09:14;2,03;Mecânica;Corretiva;;SS50555;FECH
OS92782;REM01-1000-1200-F000001;Corretiva banco;16/04/2021 07:12;16/04/2021 11:03;3,85;17/05/2021 23:00;18/05/2021 02:24;3,4;Mecânica;Corretiva;;SS50556;FECH
OS92783;REM01-1000-2200-F000001;Corretiva banco;07/10/2021 09:36;07/10/2021 11:08;1,53;28/10/2021 15:15;28/10/2021 16:48;1,55;Automação;Corretiva;;SS50557;FECH
OS92784;REM01-2000-2200-X000005;Corretiva banco;20/12/2021 14:24;20/12/2021 18:59;4,58;20/12/2021 14:24;20/12/2021 18:59;4,58;Mecânica;Corretiva;;SS50558;FECH
OS92785;REM01-1000-1100-E000002;Corretiva banco;20/04/2021 21:36;21/04/2021 01:01;3,42;21/05/2021 13:07;21/05/2021 16:48;3,68;Mecânica;Corretiva;;SS50559;FECH
OS92786;REM01-3000-3200-T000001;Corretiva banco;08/01/2021 04:48;08/01/2021 07:03;2,25;28/01/2021 12:37;28/01/2021 14:24;1,78;Automação;Corretiva;;SS50560;FECH
OS92787;REM01-1000-1200-E000005;Corretiva banco;13/08/2021 04:48;13/08/2021 08:39;3,85;13/08/2021 04:48;13/08/2021 08:39;3,85;Elétrica;Corretiva;;SS50561;FECH
OS92788;REM01-2000-2100-X000002;Corretiva banco;17/11/2021 09:36;17/11/2021 13:16;3,67;17/11/2021 09:36;17/11/2021 13:16;3,67;Mecânica;Corretiva;;SS50562;FECH
OS92789;REM01-1000-1200-E000002;Corretiva banco;30/10/2021 16:48;30/10/2021 20:06;3,3;30/10/2021 16:48;30/10/2021 20:06;3,3;Automação;Corretiva;;SS50563;FECH
OS92790;REM01-1000-1100-E000004;Corretiva banco;13/05/2021 07:12;13/05/2021 11:47;4,58;22/05/2021 18:56;23/05/2021 00:00;5,07;Automação;Corretiva;;SS50564;FECH
OS92791;REM01-1000-2200-F000002;Corretiva banco;10/02/2021 16:48;10/02/2021 20:45;3,95;18/10/2021 16:48;18/10/2021 20:45;3,95;Elétrica;Corretiva;;SS50565;FECH
OS92792;REM01-1000-2200-F000002;Corretiva banco;28/11/2021 02:24;28/11/2021 04:46;2,37;28/11/2021 02:24;28/11/2021 04:46;2,37;Automação;Corretiva;;SS50566;FECH
OS92793;REM01-2000-2200-X000002;Corretiva banco;21/05/2021 16:48;21/05/2021 20:38;3,83;30/05/2021 00:43;30/05/2021 04:48;4,08;Elétrica;Corretiva;;SS50567;FECH
OS92794;REM01-3000-3200-T000001;Corretiva banco;19/12/2021 14:24;19/12/2021 15:40;1,27;19/12/2021 14:24;19/12/2021 15:40;1,27;Mecânica;Corretiva;;SS50568;FECH
OS92795;REM01-3000-3100-C000001;Corretiva banco;07/10/2021 09:36;07/10/2021 13:58;4,37;07/10/2021 09:36;07/10/2021 13:58;4,37;Elétrica;Corretiva;;SS50569;FECH
OS92796;REM01-1000-1100-E000004;Corretiva banco;20/06/2021 09:36;20/06/2021 13:20;3,73;20/06/2021 09:36;20/06/2021 13:20;3,73;Mecânica;Corretiva;;SS50570;FECH
OS92797;REM01-1000-1200-E000002;Corretiva banco;20/12/2021 09:36;20/12/2021 11:11;1,58;20/12/2021 09:36;20/12/2021 11:11;1,58;Mecânica;Corretiva;;;FECH
OS92798;REM01-1000-1200-F000002;Corretiva banco;06/08/2021 07:12;06/08/2021 10:43;3,52;06/08/2021 07:12;06/08/2021 10:43;3,52;Elétrica;Corretiva;;;FECH
OS92799;REM01-2000-2100-X000001;Corretiva banco;25/08/2021 21:36;25/08/2021 23:25;1,82;25/08/2021 21:36;25/08/2021 23:25;1,82;Automação;Corretiva;;;FECH
OS92800;REM01-1000-1100-E000003;Corretiva banco;25/03/2021 14:24;25/03/2021 15:28;1,07;11/04/2021 18:21;11/04/2021 19:12;0,85;Mecânica;Corretiva;;;FECH
OS92802;REM01-1000-1100-E000001;Corretiva banco;17/02/2021 07:12;17/02/2021 09:25;2,22;02/03/2021 09:02;02/03/2021 12:00;2,97;Mecânica;Corretiva;;;FECH
OS92803;REM01-3000-3300-C000001;Corretiva banco;27/09/2021 12:00;27/09/2021 16:17;4,28;27/09/2021 12:00;27/09/2021 16:17;4,28;Mecânica;Corretiva;;;FECH
OS92804;REM01-2000-2100-X000003;Corretiva banco;26/01/2021 09:36;26/01/2021 11:55;2,32;03/02/2021 16:37;03/02/2021 19:12;2,58;Elétrica;Corretiva;;;FECH
OS92805;REM01-1000-1200-E000004;Corretiva banco;10/08/2021 07:12;10/08/2021 11:34;4,37;10/08/2021 07:12;10/08/2021 11:34;4,37;Mecânica;Corretiva;;;FECH
OS92806;REM01-2000-2200-X000002;Corretiva banco;21/01/2021 09:36;21/01/2021 10:59;1,38;23/02/2021 17:48;23/02/2021 19:12;1,4;Mecânica;Corretiva;;;FECH
OS92807;REM01-1000-2200-F000002;Corretiva banco;12/05/2021 09:36;12/05/2021 14:31;4,92;30/05/2021 02:45;30/05/2021 07:12;4,45;Automação;Corretiva;;;FECH
OS92808;REM01-1000-1100-E000006;Corretiva banco;23/04/2021 07:12;23/04/2021 10:39;3,45;13/05/2021 15:01;13/05/2021 19:12;4,18;Elétrica;Corretiva;;;FECH
OS92809;REM01-2000-2100-X000003;Corretiva banco;30/12/2021 04:48;30/12/2021 06:36;1,8;30/12/2021 04:48;30/12/2021 06:36;1,8;Mecânica;Corretiva;;;FECH
OS92810;REM01-1000-1200-F000002;Corretiva banco;25/06/2021 14:24;25/06/2021 17:36;3,2;25/06/2021 14:24;25/06/2021 17:36;3,2;Elétrica;Corretiva;;;FECH
OS92811;REM01-2000-2200-X000001;Corretiva banco;11/12/2021 07:12;11/12/2021 12:08;4,93;11/12/2021 07:12;11/12/2021 12:08;4,93;Automação;Corretiva;;;FECH
OS92812;REM01-2000-2100-X000005;Corretiva banco;10/02/2021 21:36;11/02/2021 02:08;4,53;12/02/2021 14:25;12/02/2021 19:12;4,78;Elétrica;Corretiva;;;FECH
OS92813;REM01-1000-1200-E000001;Corretiva banco;24/10/2021 19:12;24/10/2021 22:42;3,5;24/10/2021 19:12;24/10/2021 22:42;3,5;Automação;Corretiva;;;FECH
OS92816;REM01-1000-1200-F000001;Corretiva banco;29/04/2021 19:12;29/04/2021 21:34;2,37;13/05/2021 06:30;13/05/2021 09:36;3,1;Elétrica;Corretiva;;;FECH
OS92817;REM01-1000-1100-E000002;Corretiva banco;02/04/2021 21:36;02/04/2021 23:26;1,83;19/04/2021 07:16;19/04/2021 09:36;2,33;Mecânica;Corretiva;;;FECH
OS92818;REM01-2000-2200-X000004;Corretiva banco;01/06/2021 14:24;01/06/2021 17:51;3,45;01/06/2021 14:24;01/06/2021 17:51;3,45;Mecânica;Corretiva;;SS50592;FECH
OS92819;REM01-1000-1200-E000001;Corretiva banco;03/08/2021 21:36;03/08/2021 23:47;2,18;30/08/2021 10:03;30/08/2021 12:00;1,95;Mecânica;Corretiva;;SS50593;FECH
OS92820;REM01-3000-3100-C000002;Corretiva banco;05/01/2021 14:24;05/01/2021 18:17;3,88;12/09/2021 14:24;12/09/2021 18:17;3,88;Automação;Corretiva;;SS50594;FECH
OS92821;REM01-2000-2200-X000003;Corretiva banco;04/03/2021 04:48;04/03/2021 07:46;2,97;03/04/2021 20:18;04/04/2021 00:00;3,7;Elétrica;Corretiva;;SS50595;FECH
OS92822;REM01-1000-1200-F000002;Corretiva banco;13/01/2021 12:00;13/01/2021 15:51;3,85;20/01/2021 05:29;20/01/2021 09:36;4,12;Elétrica;Corretiva;;SS50596;FECH
OS92824;REM01-1000-1200-E000005;Corretiva banco;17/04/2021 14:24;17/04/2021 16:59;2,58;17/05/2021 14:24;17/05/2021 16:59;2,58;Automação;Corretiva;;SS50598;FECH
OS92825;REM01-1000-2200-F000002;Corretiva banco;11/04/2021 07:12;11/04/2021 09:50;2,63;15/05/2021 02:38;15/05/2021 04:48;2,17;Elétrica;Corretiva;;SS50599;FECH
OS92826;REM01-3000-3300-C000001;Corretiva banco;29/08/2021 19:12;29/08/2021 20:15;1,05;29/08/2021 19:12;29/08/2021 20:15;1,05;Mecânica;Corretiva;;SS50600;FECH
OS92827;REM01-2000-2100-X000003;Corretiva banco;17/01/2021 02:24;17/01/2021 04:29;2,08;23/01/2021 14:13;23/01/2021 16:48;2,58;Mecânica;Corretiva;;SS50601;FECH
OS92828;REM01-2000-2200-X000001;Corretiva banco;28/07/2021 12:00;28/07/2021 16:33;4,55;28/07/2021 12:00;28/07/2021 16:33;4,55;Mecânica;Corretiva;;SS50602;FECH
OS92830;REM01-1000-1100-E000005;Corretiva banco;17/05/2021 14:24;17/05/2021 18:12;3,8;09/05/2021 14:39;09/05/2021 19:12;4,55;Mecânica;Corretiva;;SS50604;FECH
OS92831;REM01-3000-3200-T000001;Corretiva banco;04/04/2021 16:48;04/04/2021 20:24;3,6;07/05/2021 03:50;07/05/2021 07:12;3,37;Automação;Corretiva;;SS50605;FECH
OS92832;REM01-3000-3100-C000002;Corretiva banco;16/12/2021 02:24;16/12/2021 07:13;4,82;19/12/2021 04:46;19/12/2021 09:36;4,83;Mecânica;Corretiva;;SS50606;FECH
OS92833;REM01-1000-1100-E000001;Corretiva banco;01/03/2021 07:12;01/03/2021 11:15;4,05;30/04/2021 07:12;30/04/2021 11:15;4,05;Automação;Corretiva;;SS50607;FECH
OS92836;REM01-2000-2200-X000002;Corretiva banco;14/08/2021 04:48;14/08/2021 08:02;3,23;25/08/2021 06:50;25/08/2021 09:36;2,77;Elétrica;Corretiva;;SS50610;FECH
OS92838;REM01-1000-1200-E000006;Corretiva banco;17/06/2021 14:24;17/06/2021 18:57;4,55;17/06/2021 14:24;17/06/2021 18:57;4,55;Elétrica;Corretiva;;SS50612;FECH
OS92839;REM01-3000-3100-C000001;Corretiva banco;23/02/2021 19:12;23/02/2021 21:02;1,83;26/03/2021 02:28;26/03/2021 04:48;2,33;Elétrica;Corretiva;;SS50613;FECH
OS92840;REM01-1000-2200-F000001;Corretiva banco;08/08/2021 02:24;08/08/2021 07:19;4,92;23/08/2021 18:50;24/08/2021 00:00;5,17;Mecânica;Corretiva;;SS50614;FECH
OS92841;REM01-2000-2100-X000001;Corretiva banco;20/02/2021 16:48;20/02/2021 19:52;3,07;02/03/2021 21:24;03/03/2021 00:00;2,6;Mecânica;Corretiva;;SS50615;FECH
OS92842;REM01-1000-2200-F000001;Corretiva banco;01/03/2021 14:24;01/03/2021 18:47;4,38;04/04/2021 02:34;04/04/2021 07:12;4,63;Automação;Corretiva;;SS50616;FECH
OS92843;REM01-1000-2200-F000001;Corretiva banco;06/09/2021 02:24;06/09/2021 04:24;2;10/09/2021 11:54;10/09/2021 14:24;2,5;Automação;Corretiva;;SS50617;FECH
OS92844;REM01-1000-1200-E000004;Corretiva banco;09/08/2021 09:36;09/08/2021 11:32;1,93;10/08/2021 10:32;10/08/2021 12:00;1,47;Automação;Corretiva;;SS50618;FECH
OS92845;REM01-2000-2100-X000001;Corretiva banco;22/06/2021 04:48;22/06/2021 07:00;2,2;22/06/2021 04:48;22/06/2021 07:00;2,2;Mecânica;Corretiva;;SS50619;FECH
OS92846;REM01-1000-1200-E000001;Corretiva banco;16/05/2021 07:12;16/05/2021 08:54;1,7;29/05/2021 07:39;29/05/2021 09:36;1,95;Mecânica;Corretiva;;SS50620;FECH
OS92847;REM01-3000-3100-C000002;Corretiva banco;13/02/2021 12:00;13/02/2021 15:00;3;14/03/2021 19:04;14/03/2021 21:36;2,53;Elétrica;Corretiva;;SS50621;FECH
OS92848;REM01-1000-1200-E000005;Corretiva banco;18/04/2021 19:12;18/04/2021 22:55;3,72;01/05/2021 17:38;01/05/2021 21:36;3,97;Mecânica;Corretiva;;SS50622;FECH
OS92849;REM01-1000-1200-E000005;Corretiva banco;03/12/2021 21:36;03/12/2021 23:25;1,82;03/12/2021 21:36;03/12/2021 23:25;1,82;Mecânica;Corretiva;;SS50623;FECH
OS92850;REM01-2000-2200-X000004;Corretiva banco;07/12/2021 14:24;07/12/2021 16:42;2,3;16/12/2021 08:58;16/12/2021 12:00;3,03;Automação;Corretiva;;SS50624;FECH
OS92851;REM01-2000-2100-X000004;Corretiva banco;14/03/2021 21:36;15/03/2021 01:59;4,38;14/04/2021 03:17;14/04/2021 07:12;3,92;Mecânica;Corretiva;;SS50625;FECH
OS92852;REM01-3000-3100-C000001;Corretiva banco;01/06/2021 19:12;02/06/2021 00:04;4,87;01/06/2021 19:12;02/06/2021 00:04;4,87;Elétrica;Corretiva;;SS50626;FECH
OS92853;REM01-1000-2200-F000001;Corretiva banco;04/07/2021 07:12;04/07/2021 09:30;2,3;04/07/2021 07:12;04/07/2021 09:30;2,3;Elétrica;Corretiva;;SS50627;FECH
OS92854;REM01-1000-1200-E000004;Corretiva banco;27/05/2021 12:00;27/05/2021 13:23;1,38;02/06/2021 22:22;03/06/2021 00:00;1,63;Mecânica;Corretiva;;SS50628;FECH
OS92855;REM01-2000-2100-X000003;Corretiva banco;14/03/2021 04:48;14/03/2021 06:57;2,15;09/11/2021 04:48;09/11/2021 06:57;2,15;Elétrica;Corretiva;;SS50629;FECH
OS92856;REM01-1000-1200-E000001;Corretiva banco;04/06/2021 14:24;04/06/2021 16:58;2,57;04/06/2021 14:24;04/06/2021 16:58;2,57;Elétrica;Corretiva;;SS50630;FECH
OS92857;REM01-3000-3200-T000001;Corretiva banco;13/01/2021 21:36;13/01/2021 23:11;1,58;16/02/2021 22:10;17/02/2021 00:00;1,83;Elétrica;Corretiva;;SS50631;FECH
OS92858;REM01-1000-1200-E000001;Corretiva banco;13/06/2021 09:36;13/06/2021 12:27;2,85;13/06/2021 09:36;13/06/2021 12:27;2,85;Mecânica;Corretiva;;;FECH
OS92859;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Elétrica);04/01/2021 00:00;04/01/2021 02:00;2;09/01/2021 00:00;09/01/2021 02:00;2;Automação;IR;MP - 147952;;FECH
OS92860;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);05/01/2021 00:00;05/01/2021 02:00;2;06/01/2021 14:04;06/01/2021 16:48;2,73;Mecânica;IR;MP - 147953;;FECH
OS92862;REM01-1000-1100-E000004;MP - Inspeção de Rota do Equipamento (Elétrica);07/01/2021 00:00;07/01/2021 02:00;2;31/01/2021 09:31;31/01/2021 12:00;2,48;Mecânica;IR;MP - 147955;;FECH
OS92864;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);13/01/2021 00:00;13/01/2021 02:00;2;15/02/2021 07:21;15/02/2021 09:36;2,25;Automação;IR;MP - 147957;;FECH
OS92865;REM01-1000-1200-E000001;MP - Inspeção de Rota do Equipamento (Elétrica);14/01/2021 00:00;14/01/2021 02:00;2;19/01/2021 00:00;19/01/2021 02:00;2;Elétrica;IR;MP - 147958;;FECH
OS92866;REM01-1000-1200-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);15/01/2021 00:00;15/01/2021 02:00;2;19/01/2021 05:40;19/01/2021 07:12;1,53;Elétrica;IR;MP - 147959;;FECH
OS92867;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Elétrica);20/01/2021 00:00;20/01/2021 02:00;2;09/02/2021 07:36;09/02/2021 09:36;2;Automação;IR;MP - 147960;;FECH
OS92868;REM01-1000-1200-E000004;MP - Inspeção de Rota do Equipamento (Elétrica);21/01/2021 00:00;21/01/2021 02:00;2;23/01/2021 03:16;23/01/2021 04:48;1,53;Elétrica;IR;MP - 147961;;FECH
OS92869;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Elétrica);22/01/2021 00:00;22/01/2021 02:00;2;27/01/2021 00:00;27/01/2021 02:00;2;Mecânica;IR;MP - 147962;;FECH
OS92870;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);04/01/2021 00:00;04/01/2021 02:00;2;26/01/2021 00:38;26/01/2021 02:24;1,77;Mecânica;IR;MP - 147963;;FECH
OS92871;REM01-1000-1200-F000001;MP - Inspeção de Rota do Equipamento (Elétrica);05/01/2021 00:00;05/01/2021 02:00;2;08/02/2021 11:40;08/02/2021 14:24;2,73;Elétrica;IR;MP - 147964;;FECH
OS92872;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Elétrica);06/01/2021 00:00;06/01/2021 02:00;2;27/01/2021 17:12;27/01/2021 19:12;2;Mecânica;IR;MP - 147965;;FECH
OS92873;REM01-1000-2200-F000001;MP - Inspeção de Rota do Equipamento (Elétrica);07/01/2021 00:00;07/01/2021 02:00;2;13/01/2021 19:50;13/01/2021 21:36;1,77;Elétrica;IR;MP - 147966;;FECH
OS92874;REM01-1000-2200-F000002;MP - Inspeção de Rota do Equipamento (Elétrica);12/01/2021 00:00;12/01/2021 02:00;2;07/02/2021 19:21;07/02/2021 21:36;2,25;Elétrica;IR;MP - 147967;;FECH
OS92875;REM01-2000-2100-X000001;MP - Inspeção de Rota do Equipamento (Elétrica);13/01/2021 00:00;13/01/2021 02:00;2;14/02/2021 19:36;14/02/2021 21:36;2;Elétrica;IR;MP - 147968;;FECH
OS92876;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);14/01/2021 00:00;14/01/2021 02:00;2;08/02/2021 12:52;08/02/2021 14:24;1,53;Elétrica;IR;MP - 147969;;FECH
OS92877;REM01-2000-2100-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);15/01/2021 00:00;15/01/2021 02:00;2;11/02/2021 19:36;11/02/2021 21:36;2;Automação;IR;MP - 147970;;FECH
OS92878;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Elétrica);20/01/2021 00:00;20/01/2021 02:00;2;27/09/2021 00:00;27/09/2021 02:00;2;Elétrica;IR;MP - 147971;;FECH
OS92880;REM01-2000-2100-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);22/01/2021 00:00;22/01/2021 02:00;2;27/01/2021 00:00;27/01/2021 02:00;2;Elétrica;IR;MP - 147973;;FECH
OS92882;REM01-2000-2200-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);05/01/2021 00:00;05/01/2021 02:00;2;17/01/2021 00:38;17/01/2021 02:24;1,77;Mecânica;IR;MP - 147975;;FECH
OS92883;REM01-2000-2200-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);06/01/2021 00:00;06/01/2021 02:00;2;08/02/2021 10:00;08/02/2021 12:00;2;Elétrica;IR;MP - 147976;;FECH
OS92884;REM01-2000-2200-X000004;MP - Inspeção de Rota do Equipamento (Elétrica);07/01/2021 00:00;07/01/2021 02:00;2;13/01/2021 09:16;13/01/2021 12:00;2,73;Mecânica;IR;MP - 147977;;FECH
OS92885;REM01-2000-2200-X000005;MP - Inspeção de Rota do Equipamento (Elétrica);12/01/2021 00:00;12/01/2021 02:00;2;08/02/2021 19:36;08/02/2021 21:36;2;Mecânica;IR;MP - 147978;;FECH
OS92886;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);13/01/2021 00:00;13/01/2021 02:00;2;30/01/2021 16:28;30/01/2021 19:12;2,73;Mecânica;IR;MP - 147979;;FECH
OS92887;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);14/01/2021 00:00;14/01/2021 02:00;2;27/01/2021 16:57;27/01/2021 19:12;2,25;Elétrica;IR;MP - 147980;;FECH
OS92888;REM01-3000-3100-C000002;MP - Inspeção de Rota do Equipamento (Elétrica);15/01/2021 00:00;15/01/2021 02:00;2;18/02/2021 04:43;18/02/2021 07:12;2,48;Mecânica;IR;MP - 147981;;FECH
OS92889;REM01-3000-3200-T000001;MP - Inspeção de Rota do Equipamento (Elétrica);20/01/2021 00:00;20/01/2021 02:00;2;21/02/2021 19:21;21/02/2021 21:36;2,25;Elétrica;IR;MP - 147982;;FECH
OS92890;REM01-3000-3200-T000002;MP - Inspeção de Rota do Equipamento (Elétrica);21/01/2021 00:00;21/01/2021 02:00;2;07/02/2021 00:38;07/02/2021 02:24;1,77;Mecânica;IR;MP - 147983;;FECH
OS92892;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Mecânica);04/01/2021 00:00;04/01/2021 02:00;2;09/01/2021 00:00;09/01/2021 02:00;2;Mecânica;IR;MP - 147985;;FECH
OS92893;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Mecânica);05/01/2021 00:00;05/01/2021 02:00;2;04/02/2021 04:43;04/02/2021 07:12;2,48;Elétrica;IR;MP - 147986;;FECH
OS92895;REM01-1000-1100-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);07/01/2021 00:00;07/01/2021 02:00;2;18/01/2021 04:43;18/01/2021 07:12;2,48;Elétrica;IR;MP - 147988;;FECH
OS92896;REM01-1000-1100-E000005;MP - Inspeção de Rota do Equipamento (Mecânica);12/01/2021 00:00;12/01/2021 02:00;2;19/09/2021 00:00;19/09/2021 02:00;2;Mecânica;IR;MP - 147989;;FECH
OS92897;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);13/01/2021 00:00;13/01/2021 02:00;2;25/01/2021 14:33;25/01/2021 16:48;2,25;Elétrica;IR;MP - 147990;;FECH
OS92899;REM01-1000-1200-E000002;MP - Inspeção de Rota do Equipamento (Mecânica);15/01/2021 00:00;15/01/2021 02:00;2;04/02/2021 16:57;04/02/2021 19:12;2,25;Mecânica;IR;MP - 147992;;FECH
OS92900;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Mecânica);20/01/2021 00:00;20/01/2021 02:00;2;19/02/2021 00:38;19/02/2021 02:24;1,77;Automação;IR;MP - 147993;;FECH
OS92901;REM01-1000-1200-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);21/01/2021 00:00;21/01/2021 02:00;2;22/01/2021 17:40;22/01/2021 19:12;1,53;Automação;IR;MP - 147994;;FECH
OS92902;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Mecânica);22/01/2021 00:00;22/01/2021 02:00;2;27/01/2021 00:00;27/01/2021 02:00;2;Mecânica;IR;MP - 147995;;FECH
OS92903;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);04/01/2021 00:00;04/01/2021 02:00;2;24/01/2021 12:52;24/01/2021 14:24;1,53;Mecânica;IR;MP - 147996;;FECH
OS92904;REM01-1000-1200-F000001;MP - Inspeção de Rota do Equipamento (Mecânica);05/01/2021 00:00;05/01/2021 02:00;2;10/01/2021 00:00;10/01/2021 02:00;2;Mecânica;IR;MP - 147997;;FECH
OS92905;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Mecânica);06/01/2021 00:00;06/01/2021 02:00;2;14/01/2021 17:40;14/01/2021 19:12;1,53;Mecânica;IR;MP - 147998;;FECH
OS92906;REM01-1000-2200-F000001;MP - Inspeção de Rota do Equipamento (Mecânica);07/01/2021 00:00;07/01/2021 02:00;2;12/01/2021 00:00;12/01/2021 02:00;2;Elétrica;IR;MP - 147999;;FECH
OS92907;REM01-1000-2200-F000002;MP - Inspeção de Rota do Equipamento (Mecânica);12/01/2021 00:00;12/01/2021 02:00;2;10/02/2021 02:48;10/02/2021 04:48;2;Elétrica;IR;MP - 148000;;FECH
OS92908;REM01-2000-2100-X000001;MP - Inspeção de Rota do Equipamento (Mecânica);13/01/2021 00:00;13/01/2021 02:00;2;02/02/2021 12:09;02/02/2021 14:24;2,25;Mecânica;IR;MP - 148001;;FECH
OS92909;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Mecânica);14/01/2021 00:00;14/01/2021 02:00;2;24/01/2021 15:16;24/01/2021 16:48;1,53;Mecânica;IR;MP - 148002;;FECH
OS92911;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Mecânica);20/01/2021 00:00;20/01/2021 02:00;2;30/01/2021 00:24;30/01/2021 02:24;2;Mecânica;IR;MP - 148004;;FECH
OS92912;REM01-2000-2100-X000005;MP - Inspeção de Rota do Equipamento (Mecânica);21/01/2021 00:00;21/01/2021 02:00;2;17/02/2021 23:40;18/02/2021 02:24;2,73;Elétrica;IR;MP - 148005;;FECH
OS92913;REM01-2000-2100-X000006;MP - Inspeção de Rota do Equipamento (Mecânica);22/01/2021 00:00;22/01/2021 02:00;2;23/01/2021 10:14;23/01/2021 12:00;1,77;Mecânica;IR;MP - 148006;;FECH
OS92914;REM01-2000-2200-X000001;MP - Inspeção de Rota do Equipamento (Mecânica);04/01/2021 00:00;04/01/2021 02:00;2;06/02/2021 19:07;06/02/2021 21:36;2,48;Mecânica;IR;MP - 148007;;FECH
OS92915;REM01-2000-2200-X000002;MP - Inspeção de Rota do Equipamento (Mecânica);05/01/2021 00:00;05/01/2021 02:00;2;20/01/2021 16:57;20/01/2021 19:12;2,25;Mecânica;IR;MP - 148008;;FECH
OS92916;REM01-2000-2200-X000003;MP - Inspeção de Rota do Equipamento (Mecânica);06/01/2021 00:00;06/01/2021 02:00;2;11/01/2021 00:00;11/01/2021 02:00;2;Mecânica;IR;MP - 148009;;FECH
OS92918;REM01-2000-2200-X000005;MP - Inspeção de Rota do Equipamento (Mecânica);12/01/2021 00:00;12/01/2021 02:00;2;17/01/2021 00:00;17/01/2021 02:00;2;Elétrica;IR;MP - 148011;;FECH
